dataset,call_id,emotion_true,emotion_pred,confidence,duration,transcript,emotion,split
IEMOCAP,iemocap_Ses03M_script01_3_M035,sadness,neutral,0.827,10.83,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us And we could feel it and it would make a difference to him,sadness,test
IEMOCAP,iemocap_Ses03M_script01_3_M036,sadness,disgust,0.6779999999999999,12.67,And then I came here and it was incredible. There was no meaning in there here. The whole thing to them was kind of bus accident.,sadness,test
IEMOCAP,iemocap_Ses03M_script01_3_M037,sadness,disgust,0.585,11.89,And I went to work with Dad and that rat race again and I felt what you said ashamed somehow Because nobody was changed at all,sadness,train
IEMOCAP,iemocap_Ses03M_script01_3_M038,sadness,sadness,0.7433333333333333,9.66,It seemed to make a sucker out of a lot of guys. I felt wrong to be alive. I felt wrong to have that new checkbook.,sadness,train
IEMOCAP,iemocap_Ses03M_script01_3_M039,sadness,neutral,0.814,6.35,"Open that new bank account, drive the new car and see the new refrigerator.",sadness,train
IEMOCAP,iemocap_Ses03M_script01_3_M040,sadness,neutral,0.7886666666666667,12.39,"Because you can take those things out for war. But you gotta know, when you drive that car that I came out of the love that a man can have for a man, and you gotta be a little bit better because of that.",sadness,train
IEMOCAP,iemocap_Ses03M_script01_3_M041,sadness,neutral,0.586,4.78,"Otherwise, but you have this loop and there's blood on it.",sadness,test
IEMOCAP,iemocap_Ses03M_script01_3_M042,sadness,sadness,0.7395,6.93,and I didn't want to take any of it. And I guess that included you.,sadness,val
IEMOCAP,iemocap_Ses03M_script01_3_M043,neutral,sadness,0.584,2.79,I want you now.,neutral,test
IEMOCAP,iemocap_Ses03M_script01_3_M044,neutral,neutral,0.871,1.48,That's it.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F000,neutral,anger,0.524,2.31,Fine.,neutral,val
IEMOCAP,iemocap_Ses03M_script02_1_F001,neutral,neutral,0.65,1.68,What flash light?,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F002,neutral,neutral,0.88,2.56,It's not your flashlight.,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_F003,neutral,neutral,0.706,2.32,"It's hours, mine too.",neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F004,neutral,disgust,0.382,5.72,"But you keep saying it's my flashlight like it's only your flashlight. I mean, how do you think that makes me feel?",neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F005,neutral,neutral,0.898,1.96,Yes.,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_F006,neutral,sadness,0.59,3.02,"Look, I'm cold.",neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F007,anger,neutral,0.751,3.27,It's a past eleven. Let's go.,anger,train
IEMOCAP,iemocap_Ses03M_script02_1_F008,anger,disgust,0.32,2.32,There is no point in coming down here,anger,train
IEMOCAP,iemocap_Ses03M_script02_1_F009,anger,neutral,0.867,2.14,That's my point.,anger,test
IEMOCAP,iemocap_Ses03M_script02_1_F010,neutral,neutral,0.784,1.44,So let's go.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F011,neutral,neutral,0.501,1.96,Not particularly.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F012,neutral,sadness,0.368,3.08,I don't know. I just don't.,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_F013,anger,disgust,0.59775,7.92,"Pass up what? This fish swim up to shore on the beach and then they flop around a little, they swim away and then they die.",anger,test
IEMOCAP,iemocap_Ses03M_script02_1_F014,neutral,neutral,0.7290000000000001,8.43,"What are you getting so excited about? I mean, it's not like it's like the landing of the moon or something. I mean, it's just fish, fish, the nobody eats.",neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F015,anger,neutral,0.746,2.28,아기...,anger,train
IEMOCAP,iemocap_Ses03M_script02_1_F016,neutral,neutral,0.85,2.28,I'm just not.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F017,neutral,disgust,0.41,1.6,Yes!,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F018,anger,disgust,0.6573333333333333,9.67,You also could remember that I got sand in my panties. We got an argument over nothing. You got a sore throat and we didn't even get to see the gregions.,anger,test
IEMOCAP,iemocap_Ses03M_script02_1_F019,anger,neutral,0.833,2.77,We didn't see it in the first time either!,anger,train
IEMOCAP,iemocap_Ses03M_script02_1_F020,neutral,neutral,0.837,2.21,That's the wind.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F021,neutral,neutral,0.85,2.01,about what?,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_F022,neutral,disgust,0.761,2.62,It's ridiculous.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M006,neutral,neutral,0.83,4.17,"You know the flashlight, the silver one, there's only one that's in there.",neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M007,neutral,neutral,0.839,2.54,うせせ,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M008,neutral,neutral,0.756,1.73,But well sure.,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_M009,neutral,neutral,0.6599999999999999,8.08,"No, of course our flashlight yours in mine Me flashlight is so flashlight naturally",neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M010,neutral,neutral,0.885,6.32,How could we have not thought to bring it? I hope the moon stays out,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M011,neutral,neutral,0.667,6.34,Was it a full moon last year when they were running? I can't remember. Do you remember?,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_M012,neutral,disgust,0.445,3.83,Are you cold? Do you want my jacket?,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_M013,neutral,disgust,0.5216666666666666,5.99,We should have brought for blanket. Our blanket. God.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M017,neutral,disgust,0.413,2.87,Do you want my jacket?,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M018,neutral,disgust,0.4559999999999999,8.08,What? Are you kidding me? We just got here. We miss it. What's the point of coming down here if we just turn around and go home?,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M019,neutral,neutral,0.827,1.5,right,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M020,anger,neutral,0.72475,8.2,"That's my point too. So let's go. No, no, that's not my point. My point is, what's the point of become down here if we just turn around and leave?",anger,test
IEMOCAP,iemocap_Ses03M_script02_1_M021,neutral,neutral,0.5,1.82,I mean don't you want to see it?,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M022,neutral,neutral,0.5,1.78,Why not?,neutral,val
IEMOCAP,iemocap_Ses03M_script02_1_M028,neutral,neutral,0.736,3.18,I mean I can't see how you cannot be interested.,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_M029,neutral,neutral,0.938,1.36,For real?,neutral,val
IEMOCAP,iemocap_Ses03M_script02_1_M030,neutral,neutral,0.5780000000000001,5.77,I don't get it. I mean the first time we came to see it you said it was the best night of your life.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_1_M031,neutral,disgust,0.463,6.81,And last year when we came you ran out of the house so fast you stubbed your toe and you didn't even notice it until we got in the car.,neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_M032,neutral,neutral,0.601,3.06,"Okay, we模 the answer.",neutral,test
IEMOCAP,iemocap_Ses03M_script02_1_M033,anger,neutral,0.916,8.1,"We just weren't in a good spot. This is a much better spot. You know, I have a good instincts for these things. Look is that",anger,train
IEMOCAP,iemocap_Ses03M_script02_1_M044,anger,neutral,0.849,2.04,Certainly is not it.,anger,val
IEMOCAP,iemocap_Ses03M_script02_2_F000,anger,neutral,0.85,2.28,about what?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F001,anger,disgust,0.761,2.17,It's ridiculous.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F002,anger,disgust,0.429,7.22,It's PR. Somebody sold you a good bill about this wonderful event that's gonna happen on the beach.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F003,anger,neutral,0.651,11.5,"Yeah, everyone else was so the same thing. I mean, look, I keep just excited, keep just coming back for more, you know, keep just thinking life's gonna start any minute now.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F004,anger,disgust,0.337,3.3,"Look, I'm sorry, but it's still just fished to me.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F005,neutral,neutral,0.886,2.37,It's just...,neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_F006,neutral,neutral,0.833,6.77,"Look, we just have different ideas of what this night's supposed to be like.",neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_F007,anger,neutral,0.739,3.93,We're having a safe grow up. We're not gonna see the crunions,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F008,anger,neutral,0.696,2.66,We never do do we have we ever?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F009,anger,neutral,0.869,4.49,"Okay, twice is as many times as we've tried and that's ever.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F010,neutral,neutral,0.922,1.3,What?,neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_F011,anger,anger,0.655,6.26,"Oh, he got it. Damn it. Don't ask me that. You always ask me that. I hate it when you ask me that. It's insulting.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F012,anger,neutral,0.7295,10.09,"Look, it's pointless. We're not going to see the grenhians. I mean, it's like waiting around to see Santa Claus, you know? It's...",anger,test
IEMOCAP,iemocap_Ses03M_script02_2_F013,anger,neutral,0.633,8.7,"Listen, I've waited my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",anger,test
IEMOCAP,iemocap_Ses03M_script02_2_F014,anger,neutral,0.54,2.71,"Oh god, you don't understand anything.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F015,anger,neutral,0.913,7.24,"I do uh, I always do it. I keep thinking this time will be the time and it never is.",anger,test
IEMOCAP,iemocap_Ses03M_script02_2_F016,anger,neutral,0.775,5.63,"No, I'm born, I'm a god, this isn't about the fish, Agi.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F017,anger,neutral,0.5,4.92,"Look, do you remember the first time we came here?",anger,test
IEMOCAP,iemocap_Ses03M_script02_2_F018,sadness,neutral,0.563,3.74,We thought it was pregnant.,sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F019,neutral,neutral,0.5,5.9,We ran a bottle of champagne and we took off our shoes and danced barefoot in the sand.,neutral,test
IEMOCAP,iemocap_Ses03M_script02_2_F020,neutral,disgust,0.424,8.04,under the moon. And you whispered so softly into my ear so I could feel your words.,neutral,val
IEMOCAP,iemocap_Ses03M_script02_2_F021,neutral,neutral,0.863,10.46,"And I thought, this is it. This is how happy I'm supposed to be.",neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_F022,neutral,neutral,0.8765000000000001,7.31,What? Dancing barefoot in the sand. Drinking out of a bottle of champagne.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_F023,sadness,neutral,0.686,3.58,I'd rather not remember some things.,sadness,test
IEMOCAP,iemocap_Ses03M_script02_2_F024,sadness,neutral,0.5,3.65,rather not hope for some things.,sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F025,sadness,neutral,0.83,2.07,No.,sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F026,anger,neutral,0.83,2.23,No.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F027,anger,neutral,0.509,1.69,No one.,anger,test
IEMOCAP,iemocap_Ses03M_script02_2_F028,anger,anger,0.569,2.81,No!,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F029,anger,disgust,0.428,4.27,"No, no no",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F030,anger,neutral,0.931,2.16,What? A car?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F031,anger,neutral,0.718,4.42,I want things to turn out the way that they're supposed to be.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F032,anger,neutral,0.6193333333333334,9.02,"This, this what? What's this? This isn't anything. Yes it is. Alright, sure. Standing on the beach, fighting and waiting.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F033,anger,disgust,0.393,5.72,Because everything... Is it anything like I thought it would be?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_F034,sadness,disgust,0.5146666666666667,11.37,"This is just this, you know what I mean? It's a lot and everything, but it isn't somewhere else. Do you know what I'm trying to say?",sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F035,sadness,neutral,0.694,5.72,"I know you are, Ogi, I know, I know you wanted this evening to be nice.",sadness,test
IEMOCAP,iemocap_Ses03M_script02_2_F036,sadness,sadness,0.871,4.44,I can't help thinking about being somewhere else.,sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F037,sadness,neutral,0.727,2.28,I didn't say that.,sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F038,sadness,anger,0.759,5.99,"Oggie, whatever I'm doing I'm not gonna be doing with you!",sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F039,neutral,sadness,0.382,3.35,"Yeah, don't you know that?",neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_F040,sadness,neutral,0.6703333333333333,10.11,Anybody wants to be with anybody else? It's probably you. Probably somebody who enjoys herself a little more. Not so hard.,sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F041,sadness,neutral,0.764,8.47,"Well, I guess this is the wrong spot for the right people.",sadness,train
IEMOCAP,iemocap_Ses03M_script02_2_F043,neutral,neutral,0.551,3.9,I'm big old white moon.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_F045,neutral,neutral,0.902,3.37,At least you want me glasses.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_M001,anger,neutral,0.722,2.64,But what I just said.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M002,anger,neutral,0.899,5.24,"It certainly is not, it's slightly exaggerated scientific fact.",anger,test
IEMOCAP,iemocap_Ses03M_script02_2_M003,anger,neutral,0.652,3.44,I'm not the only one looking at all these people.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M004,anger,disgust,0.372,3.49,Are we talking about the same thing?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M005,anger,neutral,0.738,2.6,I thought you wanted to see it.,anger,test
IEMOCAP,iemocap_Ses03M_script02_2_M006,anger,neutral,0.6910000000000001,12.48,"There's nothing to it. The Grunions arrive, they do their little fish business. You know, we go, ooh, ah, look at the fish, and they go home and we go home.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M007,anger,joy,0.5685,1.82,Why not? We never do.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M008,anger,neutral,0.91,3.53,"Oh my gosh, we missed them twice. That's hardly ever.",anger,val
IEMOCAP,iemocap_Ses03M_script02_2_M009,anger,disgust,0.392,3.34,"Carla, can I ask you something?",anger,test
IEMOCAP,iemocap_Ses03M_script02_2_M010,anger,disgust,0.401,3.74,"Don't take this wrong, but are you having your period?",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M011,anger,disgust,0.396,3.01,What's bugging you then?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M012,anger,neutral,0.738,2.62,I thought you wanted to see it.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M013,anger,disgust,0.494,2.37,"No, of course not.",anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M014,neutral,sadness,0.41,5.79,"Well, we're gonna see it.",neutral,test
IEMOCAP,iemocap_Ses03M_script02_2_M015,anger,disgust,0.4995,9.98,I've been trying to figure out the point where we went wrong and I can't see the pinpoint that moment.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M016,neutral,neutral,0.5880000000000001,6.37,You were fine during the phone call with Marge. Didn't it was okay? Doing the dishes was no problem.,neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_M017,neutral,disgust,0.4679999999999999,10.52,"Let's see I took a shower. You're watching the news. You said hey, hey the Brendan's are running tonight And I said great. Let's go. I feel like it tonight and then",neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_M018,anger,neutral,0.775,6.54,put in the animals out in the yard and put in the car out of the garage put in my jacket on,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M019,neutral,sadness,0.593,4.72,"Wait a minute, I've got it.",neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_M020,neutral,neutral,0.6065,6.11,"It was in the car, right? Kevin passed in the Cobocker liquor locker and you said...",neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_M021,neutral,neutral,0.726,8.82,"Let's get some champagne and I said times of wasting or something like that. You want this to be like that other time, right?",neutral,train
IEMOCAP,iemocap_Ses03M_script02_2_M022,neutral,disgust,0.369,2.03,"And that's it, right?",neutral,val
IEMOCAP,iemocap_Ses03M_script02_2_M023,neutral,disgust,0.456,6.08,"Okay, right, I got it. Sure, of course. Listen. Do you want to dance?",neutral,test
IEMOCAP,iemocap_Ses03M_script02_2_M024,anger,disgust,0.421,4.31,Do you want me to get some champagne?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M025,anger,anger,0.571,2.6,Take off our shoes.,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M026,anger,neutral,0.8414999999999999,4.3,Wow Do you want me to breathe in your ear?,anger,train
IEMOCAP,iemocap_Ses03M_script02_2_M027,neutral,neutral,0.7824374999999999,15.96,Do you want to get married? What? What? Do you want to divorce? No! What? A vacation? What? A carpet? A poodle? A basket of fruits? What? A... A... A... A...,neutral,train
